Number,Date,Site,Trap,Sex,Family,Genus,Species,Binomial,Notes
8913,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8914,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8915,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8916,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8917,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8918,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8919,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8920,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8921,5/29/2016,Peckumn,Bowls,F,Colletidae,Hylaeus,,Hylaeus spp.,
8922,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8923,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8924,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8925,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8926,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8927,5/29/2016,Peckumn,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8928,5/29/2016,Peckumn,NT,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
8929,5/29/2016,Peckumn,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
8930,5/29/2016,Peckumn,NT,F,Halictidae,Halictus,ligatus,Halictus ligatus,
8931,5/29/2016,Peckumn,NT,M,Apidae,Nomada,articulata,Nomada articulata,
8932,5/29/2016,Peckumn,NT,M,Apidae,Nomada,articulata,Nomada articulata,
8933,5/29/2016,Peckumn,NT,F,Apidae,Nomada,articulata,Nomada articulata,
8934,5/29/2016,Peckumn,NT,,Wasp,,,,
8935,5/29/2016,Peckumn,NT,,Wasp,,,,
8936,5/29/2016,Peckumn,NT,M,Apidae,Nomada,articulata,Nomada articulata,
8937,5/29/2016,Peckumn,NT,M,Apidae,Nomada,articulata,Nomada articulata,
8938,5/29/2016,Peckumn,NT,F,Halictidae,Lasioglossum (Evylaeus),pectorale,Lasioglossum (Evylaeus) pectorale,
8939,5/29/2016,Peckumn,NT,M,Megachilidae,Hoplitis,pilosifrons,Hoplitis pilosifrons,
8940,5/29/2016,Peckumn,NT,F,Andrenidae,Andrena,ziziae,Andrena ziziae,
8941,5/29/2016,Peckumn,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8942,5/29/2016,Peckumn,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8943,5/29/2016,Peckumn,NT,M,Apidae,Ceratina,dupla,Ceratina dupla,
8944,5/29/2016,Peckumn,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8945,5/29/2016,Peckumn,NT,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8946,5/29/2016,Peckumn,NT,F,Apidae,Nomada,denticulata,Nomada denticulata,
8947,5/29/2016,Peckumn,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8948,5/29/2016,Peckumn,NT,F,Colletidae,Hylaeus,,Hylaeus spp.,
8949,5/29/2016,Peckumn,NT,M,Colletidae,Hylaeus,affinis,Hylaeus affinis,
8950,5/29/2016,Peckumn,NT,M,Colletidae,Hylaeus,affinis,Hylaeus affinis,
8951,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8952,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8953,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8954,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8955,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8956,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8957,6/15/2016,Plunkett,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8958,6/15/2016,Plunkett,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8959,6/15/2016,Plunkett,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8960,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8961,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8962,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8963,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8964,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8965,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8966,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8967,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8968,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8969,6/15/2016,Plunkett,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
8970,6/15/2016,Plunkett,Bowls,F,Halictidae,Halictus,ligatus,Halictus ligatus,
8971,6/15/2016,Plunkett,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8972,6/15/2016,Plunkett,Bowls,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
8973,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8974,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8975,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8976,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8977,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8978,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8979,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8980,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8981,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8982,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8983,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8984,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8985,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8986,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8987,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8988,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8989,6/15/2016,Plunkett,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
8990,6/15/2016,Plunkett,NT,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
8991,6/15/2016,Plunkett,NT,F,Andrenidae,Andrena,wilmattae,Andrena wilmattae,
8992,6/15/2016,Plunkett,NT,F,Andrenidae,Andrena,wilmattae,Andrena wilmattae,
8993,6/15/2016,Bowman,Blue vane,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
8994,6/15/2016,Bowman,Blue vane,F,Apidae,Bombus,pensylvanicus,Bombus pensylvanicus,
8995,6/15/2016,Bowman,Blue vane,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
8996,6/15/2016,Bowman,Blue vane,F,Apidae,Bombus,bimaculatus,Bombus bimaculatus,
8997,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8998,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
8999,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9000,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9001,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9002,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9003,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9004,6/15/2016,Bowman,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9005,6/15/2016,Bowman,Blue vane,M,Apidae,Eucera,hamata,Eucera hamata,
9006,6/15/2016,Bowman,Blue vane,F,Halictidae,Halictus,parallelus,Halictus parallelus,
9007,6/15/2016,Bowman,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9008,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9009,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9010,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9011,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9012,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9013,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9014,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9015,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9016,6/15/2016,Bowman,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9017,6/15/2016,Bowman,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9018,6/15/2016,Bowman,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9019,6/15/2016,Bowman,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9020,6/15/2016,Bowman,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9021,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9022,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9023,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9024,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9025,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9026,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9027,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9028,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,texanus,Agapostemon texanus,
9029,6/15/2016,Bowman,Bowls,F,Halictidae,Agapostemon,sericeus,Agapostemon sericeus,
9030,6/15/2016,Bowman,Bowls,F,Megachilidae,Megachile,brevis,Megachile brevis,
9031,6/15/2016,Bowman,Bowls,F,Halictidae,Lasioglossum s.s.,forbesii,Lasioglossum s.s. forbesii,
9032,6/15/2016,Bowman,NT,F,Apidae,Apis,mellifera,Apis mellifera,
9033,6/15/2016,Bowman,Emergence,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9034,6/16/2016,Kaldenberg,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9035,6/16/2016,Kaldenberg,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9036,6/16/2016,Kaldenberg,Blue vane,F,Apidae,Eucera,hamata,Eucera hamata,
9037,6/16/2016,Kaldenberg,Blue vane,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9038,6/16/2016,Kaldenberg,Blue vane,F,Halictidae,Augochlorella,aurata,Augochlorella aurata,
9039,6/16/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9040,6/16/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9041,6/16/2016,Kaldenberg,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9042,6/16/2016,Kaldenberg,Bowls,F,Apidae,Bombus,impatiens,Bombus impatiens,
9043,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9044,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9045,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9046,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9047,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9048,6/16/2016,Kaldenberg,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9049,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9050,6/16/2016,Kaldenberg,Bowls,F,Megachilidae,Megachile,brevis,Megachile brevis,
9051,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9052,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9053,6/16/2016,Kaldenberg,Bowls,F,Apidae,Ceratina,,Ceratina spp.,
9054,6/16/2016,Kaldenberg,Bowls,F,Apidae,Ceratina,,Ceratina spp.,
9055,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9056,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9057,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9058,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9059,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9060,6/16/2016,Kaldenberg,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9061,6/16/2016,Kaldenberg,NT,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9062,6/16/2016,Kaldenberg,NT,M,Andrenidae,Andrena,,Andrena spp.,
9063,6/16/2016,Kaldenberg,NT,M,Andrenidae,Andrena,,Andrena spp.,
9064,6/16/2016,Kaldenberg,NT,M,Andrenidae,Andrena,,Andrena spp.,
9065,6/16/2016,Kaldenberg,NT,M,Andrenidae,Andrena,,Andrena spp.,
9066,6/16/2016,Kaldenberg,NT,F,Apidae,Ceratina,,Ceratina spp.,
9067,6/16/2016,Kaldenberg,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9068,6/16/2016,McClellan,Blue vane,F,Apidae,Bombus,griseocollis,Bombus griseocollis,
9069,6/16/2016,McClellan,Blue vane,F,Halictidae,Halictus,rubicundus,Halictus rubicundus,
9070,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9071,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9072,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9073,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9074,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9075,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9076,6/16/2016,McClellan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9077,6/16/2016,McClellan,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9078,6/16/2016,McClellan,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9079,6/16/2016,McClellan,Bowls,M,Apidae,Anthophora,terminalis,Anthophora terminalis,
9080,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9081,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9082,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9083,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9084,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9085,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9086,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9087,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9088,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9089,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9090,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9091,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9092,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9093,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9094,6/16/2016,McClellan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9095,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum s.s.,acuminatum,Lasioglossum s.s. acuminatum,
9096,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9097,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9098,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9099,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9100,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9101,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9102,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9103,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9104,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9105,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9106,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9107,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9108,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9109,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9110,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9111,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9112,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9113,6/16/2016,McClellan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9114,6/16/2016,McClellan,NT,M,Andrenidae,Andrena,cresonii cresonii,Andrena cresonii cresonii,
9115,6/16/2016,McClellan,NT,M,Andrenidae,Andrena,nivalis,Andrena nivalis,
9116,6/16/2016,McClellan,NT,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9117,6/16/2016,McClellan,Emergence,F,Andrenidae,Andrena,erigeniae,Andrena erigeniae,
9118,6/16/2016,McClellan,Emergence,M,Andrenidae,Andrena,nivalis,Andrena nivalis,
9119,6/17/2016,Sloan,Blue vane,F,Halictidae,Halictus,parallelus,Halictus parallelus,
9120,6/17/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum s.s.,forbesii,Lasioglossum s.s. forbesii,
9121,6/17/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9122,6/17/2016,Sloan,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9123,6/17/2016,Sloan,Bowls,F,Apidae,Eucera,hamata,Eucera hamata,
9124,6/17/2016,Sloan,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9125,6/17/2016,Sloan,Bowls,M,Apidae,Eucera,hamata,Eucera hamata,
9126,6/17/2016,Sloan,Bowls,F,Halictidae,Halictus,parallelus,Halictus parallelus,
9127,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,sericeus,Agapostemon sericeus,
9128,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,sericeus,Agapostemon sericeus,
9129,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9130,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9131,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9132,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9133,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9134,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9135,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9136,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9137,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9138,6/17/2016,Sloan,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9139,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9140,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9141,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9142,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9143,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9144,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9145,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9146,6/17/2016,Sloan,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9147,6/17/2016,Sloan,Bowls,F,Colletidae,Hylaeus,,Hylaeus spp.,
9148,6/17/2016,Sloan,NT,M,Andrenidae,Andrena,,Andrena spp.,
9149,6/21/2016,Sheller,Blue vane,F,Apidae,Anthophora,terminalis,Anthophora terminalis,
9150,6/21/2016,Sheller,Blue vane,F,Apidae,Anthophora,terminalis,Anthophora terminalis,
9151,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9152,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9153,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9154,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9155,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9156,6/21/2016,Sheller,Blue vane,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
9157,6/21/2016,Sheller,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9158,6/21/2016,Sheller,Bowls,F,Halictidae,Agapostemon,virescens,Agapostemon virescens,
9159,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9160,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9161,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,forbesii,Lasioglossum s.s. forbesii,
9162,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9163,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9164,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9165,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9166,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9167,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum s.s.,coriaceum,Lasioglossum s.s. coriaceum,
9168,6/21/2016,Sheller,Bowls,M,Megachilidae,Hoplitis,pilosifrons,Hoplitis pilosifrons,
9169,6/21/2016,Sheller,Bowls,F,Halictidae,Lasioglossum (Dialictus),,Lasioglossum (Dialictus) spp.,
